N_surface,S_100,S_111,S_110,S_311,Avg_surf,q6q6_avg_surf,target
2638,2,63,180,27,8.6126,0.4958,-50890.78
543,1,18,38,10,8.3039,0.6611,-5126.1099
545,1,16,47,9,8.3431,0.5009,-5178.9285
941,1,23,69,8,8.3433,0.5005,-11235.644
1210,1,37,96,13,8.4298,0.5107,-15949.479
1611,2,45,122,15,8.5233,0.4879,-23593.485
1950,0,57,135,18,8.4851,0.5046,-32313.92
2225,5,44,145,15,8.507,0.4427,-39213.582
2396,5,51,158,20,8.5263,0.4733,-44101.842
2472,1,78,164,17,8.5631,0.5518,-46468.002
2526,3,71,175,21,8.5352,0.5048,-47617.316
506,1,11,45,3,8.2787,0.5395,-4595.1351
506,0,9,41,7,8.3043,0.6364,-4643.8549
805,0,31,76,5,8.5317,0.5702,-8773.6272
957,1,29,73,8,8.4075,0.465,-11388.077
1337,1,34,100,17,8.4488,0.4495,-16785.174
1597,3,35,128,23,8.4915,0.5085,-22954.228
1783,1,61,124,20,8.5042,0.599,-27819.595
2096,4,57,127,18,8.5396,0.5081,-35425.05
2256,5,57,126,33,8.4925,0.5142,-40617.874
2379,3,58,185,24,8.5422,0.4985,-43777.749
447,1,6,38,4,8.2036,0.4944,-3873.6303
451,0,6,41,4,8.2882,0.4701,-3915.869
722,0,15,61,8,8.3864,0.4695,-7221.388
825,3,29,63,11,8.4279,0.5321,-9304.9798
1152,3,31,93,10,8.3333,0.4887,-13254.107
1339,1,23,100,13,8.4496,0.4272,-17202.36
1570,1,43,117,17,8.4452,0.5694,-22066.906
1700,2,62,134,17,8.5306,0.5553,-26399.717
1941,3,35,131,25,8.4884,0.4456,-31502.228
2075,3,68,143,19,8.5677,0.5783,-35417.196
392,1,6,31,6,8.1837,0.4107,-3109.9628
392,1,9,33,1,8.3444,0.6658,-3170.5225
616,1,15,51,3,8.3701,0.4821,-5547.9315
766,1,20,63,4,8.3407,0.4869,-7652.0983
826,0,17,73,3,8.3862,0.5194,-9293.4623
1202,3,37,127,6,8.47,0.4892,-13769.464
1248,2,39,77,17,8.4631,0.4928,-16606.516
1482,2,38,104,10,8.4602,0.5142,-20771.086
1809,2,48,146,15,8.4693,0.5274,-26519.021
1846,2,47,112,17,8.5244,0.4908,-29872.255
329,1,5,23,2,8.1398,0.4954,-2486.0961
370,0,7,39,5,8.2081,0.4432,-2695.0924
503,2,12,34,1,8.2684,0.4771,-4520.1222
608,0,16,45,2,8.3618,0.4638,-5944.7646
815,1,19,82,4,8.4012,0.5264,-8168.0059
971,0,27,70,8,8.4109,0.5963,-10772.375
1042,2,34,78,10,8.4971,0.5691,-13035.9
1336,3,34,103,11,8.4349,0.518,-16896.849
1416,3,38,112,10,8.4908,0.4435,-20232.234
1594,1,36,132,11,8.5383,0.4824,-23430.48
296,1,9,18,3,8.0372,0.5541,-2095.916
287,0,9,20,2,8.0906,0.4146,-2140.6088
444,0,9,35,5,8.3649,0.4617,-3830.6363
492,0,16,40,5,8.3557,0.5854,-4499.2105
568,2,13,38,1,8.2412,0.5158,-5445.7755
665,2,17,47,5,8.4466,0.397,-6809.8021
1127,2,36,96,9,8.4712,0.4632,-12274.913
1127,0,20,86,10,8.4933,0.4135,-14399.023
1223,1,37,104,20,8.5405,0.5143,-16386.987
1439,1,24,105,14,8.5268,0.4225,-20129.903
281,0,8,24,0,8.0747,0.4057,-1799.2455
264,0,1,18,1,7.9811,0.4394,-1824.3168
411,1,9,24,4,8.2725,0.5499,-3466.0484
467,0,8,53,1,8.3533,0.5054,-4154.664
552,1,13,53,4,8.4058,0.4475,-5250.8157
761,1,22,77,8,8.3811,0.4534,-7482.8819
916,0,28,83,10,8.4476,0.417,-9971.2449
977,3,20,77,6,8.4442,0.5517,-11944.541
1256,1,24,94,7,8.4379,0.4944,-15618.022
1352,2,35,74,17,8.4793,0.5133,-18960.84
251,0,4,32,3,8.0438,0.5817,-1575.8512
251,0,8,30,1,8.1474,0.761,-1631.4367
328,0,11,33,4,8.2439,0.5518,-2566.3588
382,0,11,43,4,8.3089,0.4817,-3028.9813
416,0,9,34,1,8.3534,0.4591,-3503.3225
556,0,9,43,8,8.3633,0.4065,-5262.8827
623,2,5,64,8,8.3788,0.5361,-6064.5311
720,0,23,45,4,8.4403,0.4778,-7671.0058
1006,2,22,53,12,8.4085,0.4573,-12186.096
1173,6,20,76,10,8.4518,0.5004,-15396.176
145,0,5,20,1,7.9586,0.5379,-783.42859
147,0,1,15,1,7.9116,0.3878,-789.96492
147,0,2,14,0,8.068,0.3061,-801.1114
152,0,4,10,1,7.8158,0.5197,-820.87584
150,0,3,23,1,7.96,0.42,-834.47411
154,0,2,23,1,8.026,0.3766,-851.62796
156,0,2,21,2,7.9679,0.3782,-857.86081
154,0,3,22,3,8.0,0.526,-865.1556
160,0,3,16,0,7.9375,0.4062,-891.40183
162,0,4,28,0,7.9444,0.3642,-909.67679
159,0,2,21,1,7.8302,0.5535,-913.03883
162,0,6,13,2,8.0,0.4198,-930.31986
170,0,4,19,3,8.0588,0.3412,-955.43659
168,0,4,20,2,8.0179,0.4286,-953.8062
172,0,4,24,0,8.0174,0.4128,-991.42817
175,0,4,21,1,8.0629,0.3371,-1000.0645
181,1,2,25,1,8.0387,0.3536,-1035.3317
179,1,8,24,2,8.0447,0.5754,-1046.3209
176,0,6,16,3,8.0057,0.5795,-1059.5959
182,0,7,23,1,8.0659,0.6813,-1067.4505
181,0,5,26,4,8.0829,0.7238,-1087.2186
182,0,3,24,1,8.0659,0.5824,-1100.8408
186,0,3,16,0,8.0376,0.2903,-1113.3475
188,0,7,19,1,8.1543,0.5266,-1112.9789
189,0,4,23,2,8.2275,0.3862,-1137.2134
193,1,3,27,2,8.0052,0.513,-1138.1535
192,0,5,18,2,8.0885,0.4115,-1153.0025
195,0,3,22,2,8.0974,0.3026,-1153.8883
191,0,4,20,1,7.9843,0.4921,-1156.3073
190,0,11,15,0,8.0632,0.6632,-1183.0808
198,0,4,20,1,8.0707,0.4343,-1217.4562
198,0,3,16,3,8.0909,0.596,-1230.7854
203,0,2,22,3,8.1478,0.4286,-1237.0211
211,0,0,21,2,8.0284,0.3555,-1278.1482
206,0,4,17,1,8.0777,0.3835,-1291.2325
205,1,1,17,4,8.0195,0.3902,-1291.624
211,1,1,18,2,8.0711,0.5592,-1296.4865
213,0,0,30,1,8.1784,0.446,-1310.4454
211,0,4,19,2,8.0711,0.6635,-1323.0502
215,0,3,22,1,8.1163,0.3953,-1318.9163
211,1,1,17,1,7.9242,0.3886,-1318.5934
220,0,1,31,1,8.1864,0.2864,-1344.1773
218,1,6,23,3,8.156,0.3945,-1361.4296
214,1,3,25,0,8.1495,0.3972,-1375.1864
223,1,6,20,1,8.1614,0.6009,-1410.467
224,0,4,25,3,8.1295,0.5625,-1402.2623
221,0,5,20,8,8.1176,0.4072,-1426.8544
226,0,4,18,3,8.146,0.5398,-1425.2395
226,1,1,22,2,8.0796,0.4602,-1437.2797
225,0,2,22,1,8.2089,0.4178,-1448.239
226,0,4,27,1,8.1416,0.4381,-1462.7865
225,0,4,15,1,8.0578,0.4533,-1467.9861
230,0,6,24,0,8.0261,0.8261,-1490.6177
234,0,1,26,1,8.1368,0.3761,-1488.4314
231,0,6,27,1,8.1775,0.4892,-1519.2007
236,0,7,23,5,8.1907,0.7203,-1522.6156
241,0,11,37,1,8.1909,0.5062,-1534.0473
237,0,3,26,3,8.0844,0.7595,-1532.0181
238,1,8,25,2,8.2395,0.5294,-1547.7921
235,1,14,28,1,8.2298,0.634,-1551.9324
238,1,4,19,4,8.0798,0.6261,-1547.8469
248,0,4,22,1,8.1169,0.379,-1628.9348
249,1,7,22,1,8.0924,0.4659,-1632.4679
251,0,0,27,1,8.2351,0.4622,-1640.2122
246,0,9,22,2,8.2114,0.6626,-1655.4077
250,0,1,25,3,8.076,0.44,-1679.6737
251,1,8,20,5,8.1116,0.5538,-1688.1297
252,0,4,28,1,8.123,0.369,-1688.2041
252,0,7,17,3,8.1349,0.5516,-1695.9319
256,1,7,29,0,8.0625,0.3945,-1715.4796
255,0,7,22,0,8.1412,0.6235,-1723.978
261,0,3,15,1,8.1073,0.3525,-1733.1472
259,0,7,29,3,8.1042,0.583,-1758.1824
261,0,7,19,3,8.0805,0.4713,-1770.296
266,0,7,30,4,8.1203,0.5188,-1792.4888
270,0,2,46,0,8.263,0.3222,-1818.7496
263,0,11,32,1,8.2319,0.7338,-1819.9516
268,0,3,24,3,8.2463,0.4701,-1821.2555
271,0,5,24,3,8.2214,0.3948,-1863.0572
274,0,7,30,4,8.2372,0.3285,-1868.3573
273,1,2,17,2,8.1429,0.4176,-1897.1441
274,0,6,29,5,8.2044,0.4197,-1895.6736
270,0,8,23,3,8.2185,0.7704,-1897.1948
284,0,5,30,2,8.2359,0.4577,-1924.3875
275,0,3,30,3,8.2109,0.4982,-1931.7385
283,0,12,30,4,8.2191,0.7951,-1970.0647
284,0,14,17,2,8.1655,0.4366,-1986.7554
292,0,2,39,5,8.2295,0.6233,-1987.3644
285,0,10,23,4,8.0912,0.4351,-2004.7449
292,1,6,30,1,8.2911,0.5068,-2029.2549
288,0,7,29,5,8.0833,0.4653,-2042.6823
288,1,9,34,4,8.1632,0.4688,-2056.5669
291,2,1,28,1,8.189,0.4158,-2074.7802
294,2,7,32,1,8.2143,0.5136,-2073.1158
294,0,13,30,2,8.2041,0.568,-2081.5863
299,0,13,29,1,8.2642,0.6355,-2094.7478
296,0,5,22,2,8.1014,0.5642,-2090.5698
296,0,12,24,0,8.1993,0.6824,-2118.854
303,0,8,30,2,8.2838,0.4653,-2179.3524
307,1,3,30,3,8.2215,0.3844,-2191.2246
309,0,6,31,3,8.1392,0.4887,-2187.1092
302,0,8,23,1,8.1987,0.5033,-2214.9861
307,0,13,32,1,8.3029,0.5472,-2242.7424
311,2,7,33,3,8.2283,0.6013,-2252.3461
314,0,6,27,2,8.2325,0.4777,-2251.1092
307,0,7,24,1,8.1564,0.3941,-2252.1387
311,0,9,23,1,8.2476,0.5402,-2291.0531
316,0,5,27,2,8.231,0.5127,-2298.8047
318,0,2,25,8,8.2358,0.4654,-2307.7734
316,0,6,29,7,8.1297,0.4494,-2314.7912
309,0,3,18,6,8.2071,0.5081,-2323.7192
319,0,5,39,2,8.2571,0.4545,-2331.8271
320,0,4,30,3,8.2375,0.5563,-2337.7089
318,0,7,30,1,8.2233,0.3239,-2362.4123
325,0,8,37,0,8.24,0.3662,-2403.1925
326,0,6,39,4,8.2209,0.4969,-2418.9895
323,0,8,35,1,8.2012,0.4489,-2420.7876
327,0,10,31,4,8.2141,0.4465,-2421.9334
334,0,11,25,4,8.2216,0.5629,-2443.7082
332,0,14,37,4,8.3675,0.6627,-2468.4855
332,0,6,33,1,8.1717,0.4398,-2464.7904
328,2,8,27,3,8.1921,0.4543,-2479.426
334,0,11,23,5,8.1228,0.5,-2502.2321
335,0,8,40,3,8.2866,0.5761,-2531.5122
343,0,15,41,0,8.344,0.4927,-2547.5177
337,0,11,36,4,8.3294,0.3501,-2539.4929
342,1,6,36,0,8.2719,0.3977,-2566.041
347,0,9,35,3,8.1182,0.415,-2598.3026
345,0,15,37,6,8.2348,0.5623,-2650.5372
350,0,7,35,4,8.2029,0.44,-2655.2685
353,0,24,22,6,8.2578,0.6232,-2672.0347
352,1,6,32,1,8.1477,0.4574,-2692.8263
359,0,9,38,2,8.2479,0.5905,-2731.2686
362,0,9,37,2,8.2376,0.489,-2750.0386
357,0,10,26,4,8.2017,0.5574,-2764.3229
358,0,13,33,7,8.2626,0.4749,-2762.1705
363,1,6,30,4,8.2782,0.4435,-2779.8037
360,0,11,24,4,8.2583,0.5222,-2796.7712
364,0,9,34,4,8.261,0.4588,-2819.0768
371,0,15,47,4,8.3288,0.6173,-2817.5119
371,1,11,42,5,8.3315,0.3881,-2823.6115
367,0,11,27,3,8.2888,0.5613,-2846.253
369,0,10,40,4,8.3577,0.4363,-2852.83
368,1,10,32,2,8.3207,0.4592,-2861.4124
369,0,12,33,4,8.3198,0.4065,-2865.3206
365,0,15,27,2,8.2959,0.4685,-2854.9577
364,0,11,33,4,8.2308,0.5687,-2861.5366
371,0,7,34,2,8.2264,0.442,-2884.659
379,0,41,39,1,8.4327,1.7467,-2930.7586
375,0,7,35,4,8.256,0.592,-2918.4093
373,0,9,31,7,8.2574,0.4933,-2920.5117
372,0,13,37,3,8.3065,0.6398,-2935.0838
374,0,6,35,2,8.2299,0.4679,-2939.1313
378,0,12,30,3,8.2116,0.4074,-2941.751
382,0,12,36,3,8.3037,0.4764,-2982.0596
378,1,6,34,5,8.2328,0.4709,-2990.6178
379,2,92,50,0,8.3668,3.9631,-3065.7295
380,1,8,30,4,8.1763,0.4447,-3034.5963
382,0,11,30,4,8.2408,0.4188,-3037.548
391,1,10,39,2,8.2992,0.5601,-3065.1948
389,0,5,41,2,8.3008,0.4165,-3095.2665
390,0,8,29,3,8.2154,0.5231,-3157.6898
399,1,8,38,4,8.2556,0.4035,-3173.464
401,0,9,37,5,8.2993,0.4838,-3195.4415
403,0,2,30,3,8.3052,0.4739,-3206.7759
405,0,10,33,3,8.2617,0.3802,-3227.2927
414,0,103,41,2,8.4348,3.6159,-3309.4349
405,1,5,43,7,8.1605,0.2691,-3270.5177
407,0,9,33,5,8.1843,0.4545,-3282.0472
407,1,11,24,4,8.2801,0.3612,-3315.0131
413,0,14,43,7,8.3099,0.6513,-3312.5811
408,1,9,44,3,8.2623,0.3995,-3314.9382
406,2,3,35,5,8.2094,0.3719,-3320.4386
413,1,5,28,8,8.1695,0.3341,-3328.0581
409,1,9,38,5,8.2029,0.4914,-3345.3475
412,1,11,41,5,8.2743,0.5316,-3363.6169
413,1,5,39,1,8.247,0.3753,-3362.4188
416,0,6,39,3,8.3245,0.3894,-3382.603
414,0,8,36,3,8.2754,0.4179,-3392.5172
412,1,6,31,2,8.2597,0.3908,-3394.1805
419,1,12,33,3,8.2291,0.4726,-3416.2388
422,1,8,33,3,8.1967,0.3863,-3437.7607
425,0,11,26,6,8.3082,0.6188,-3451.2922
424,0,7,52,3,8.2807,0.5731,-3467.4174
421,2,6,28,8,8.1948,0.3943,-3472.9228
424,0,11,35,4,8.2594,0.5873,-3515.1162
432,0,12,37,0,8.2639,0.3796,-3519.0991
425,0,11,45,6,8.3082,0.4871,-3523.06
435,0,13,39,5,8.2552,0.5494,-3566.1561
431,0,9,34,5,8.2483,0.4455,-3578.7582
432,2,13,36,5,8.2593,0.4468,-3597.9128
432,1,8,37,6,8.2708,0.3912,-3601.2164
438,3,9,29,3,8.2032,0.4886,-3602.6302
438,1,9,46,3,8.3333,0.4429,-3605.8642
432,1,99,49,3,8.412,3.4306,-3682.9511
430,0,137,43,4,8.414,4.593,-3720.5165
432,2,12,31,10,8.2083,0.3819,-3664.48
444,0,7,45,0,8.3401,0.3468,-3685.5688
447,1,5,46,7,8.2662,0.4787,-3687.0166
446,0,13,38,6,8.2601,0.5179,-3704.8781
449,1,12,46,4,8.3608,0.441,-3720.7452
446,0,10,40,6,8.3117,0.4933,-3759.7943
453,1,9,38,8,8.3002,0.4525,-3772.4862
442,2,7,26,6,8.2149,0.4072,-3782.0333
454,1,11,22,5,8.2093,0.3656,-3807.8493
455,0,15,40,7,8.3011,0.6637,-3826.1753
449,1,4,38,6,8.2717,0.5167,-3827.916
455,0,9,33,6,8.2989,0.5473,-3832.971
449,1,74,49,4,8.4053,2.8909,-3904.2568
457,0,136,37,2,8.4595,4.5974,-3925.0935
454,0,12,29,6,8.2841,0.5132,-3865.3031
454,0,10,31,4,8.2775,0.4604,-3862.1896
452,0,71,42,6,8.4181,2.4779,-3911.7158
458,0,5,41,4,8.2664,0.583,-3882.332
448,1,13,28,4,8.2522,0.6116,-3899.8692
459,0,18,33,5,8.3246,0.4967,-3924.6631
461,0,10,39,6,8.2668,0.4859,-3936.9532
457,1,5,33,7,8.2123,0.4267,-3939.3048
454,2,10,33,5,8.2555,0.4361,-3934.8972
463,4,132,35,5,8.4816,4.2333,-4013.048
471,0,16,57,6,8.3907,0.4777,-3968.6299
461,1,121,52,11,8.4382,4.0803,-4030.4368
463,1,7,32,5,8.2354,0.3369,-3970.4893
471,0,10,42,3,8.2803,0.5287,-3984.0159
471,0,10,42,3,8.2803,0.5287,-3984.0159
463,0,16,37,3,8.3002,0.432,-3997.3637
473,1,13,51,0,8.3277,0.6427,-4023.136
473,0,18,38,2,8.3975,0.5729,-4038.2368
469,1,7,44,11,8.322,0.4371,-4024.3161
476,0,3,49,5,8.334,0.4244,-4068.2028
475,1,8,39,7,8.3032,0.4947,-4108.3256
480,1,10,52,3,8.2688,0.5083,-4123.5376
487,0,69,53,4,8.4333,2.1006,-4221.7655
491,1,151,44,1,8.4807,4.0183,-4252.5073
485,1,7,37,3,8.334,0.4804,-4196.5317
484,2,12,36,5,8.343,0.3636,-4199.2659
474,1,107,41,7,8.4388,3.5907,-4275.1222
491,0,11,42,3,8.3014,0.5479,-4250.5425
487,1,11,47,3,8.3963,0.4292,-4282.343
491,1,19,49,2,8.391,0.5682,-4332.5168
493,1,14,42,5,8.2475,0.4706,-4336.876
482,0,28,35,5,8.2863,0.8402,-4370.686
491,0,25,38,1,8.3605,0.5784,-4356.6751
498,1,9,50,4,8.2731,0.4056,-4360.9671
511,0,168,54,4,8.5088,3.8806,-4437.365
494,0,13,29,6,8.3016,0.3785,-4377.9195
500,0,9,40,5,8.234,0.496,-4371.8716
498,2,9,37,5,8.3072,0.4578,-4391.4091
519,1,168,52,2,8.5568,4.6281,-4492.2045
501,0,145,31,9,8.4471,4.5509,-4538.693
502,0,120,57,2,8.3984,3.5359,-4566.169
506,1,8,38,7,8.2787,0.5119,-4507.6746
524,0,11,50,3,8.3702,0.5153,-4567.5085
519,0,185,58,9,8.5029,5.2351,-4654.4714
511,1,158,54,6,8.4853,4.1076,-4654.8503
520,0,16,49,7,8.3,0.4423,-4586.9768
533,0,131,50,2,8.4953,3.364,-4668.4446
515,1,115,49,4,8.4252,3.5262,-4720.7421
521,0,22,41,6,8.2994,0.4875,-4668.2493
518,0,14,40,5,8.3224,0.5734,-4667.236
531,0,13,51,5,8.2693,0.4953,-4710.4147
524,0,154,59,3,8.5191,4.4866,-4801.0343
528,1,18,40,6,8.3277,0.5473,-4714.633
526,2,127,52,3,8.4582,3.5437,-4807.0413
533,0,16,54,2,8.4071,0.4972,-4753.7798
532,0,230,52,1,8.5489,5.4248,-4844.0615
530,0,102,46,2,8.4509,3.2453,-4835.9527
520,0,114,42,4,8.4615,3.3462,-4850.5929
537,0,17,46,6,8.3743,0.4469,-4772.5683
529,2,17,46,6,8.3497,0.431,-4799.1382
534,2,12,36,4,8.2921,0.3895,-4814.8985
536,1,14,41,4,8.2985,0.5112,-4843.3285
538,0,21,52,6,8.3848,0.5316,-4866.332
535,4,91,59,4,8.4019,3.0467,-4930.8203
544,0,5,55,4,8.3346,0.5625,-4859.7545
543,2,18,52,7,8.3315,0.5856,-4864.6134
544,0,12,51,3,8.2941,0.4412,-4856.6275
544,0,14,42,3,8.375,0.4301,-4887.8444
545,0,160,70,2,8.5468,4.3156,-4988.4922
543,1,102,63,5,8.4383,2.9853,-5026.9548
546,0,9,38,6,8.3278,0.4103,-4960.9451
538,0,58,42,5,8.3606,2.0948,-5051.4883
549,1,17,40,6,8.3297,0.5483,-5007.6211
542,1,127,30,6,8.3764,4.1513,-5110.9921
544,2,15,45,2,8.3419,0.4504,-5041.7419
553,1,181,48,3,8.5045,4.8517,-5146.7725
553,1,8,58,3,8.2694,0.443,-5057.8603
546,0,127,55,3,8.4451,3.5201,-5198.8879
546,2,131,47,5,8.4048,3.967,-5206.2158
558,1,181,54,1,8.5735,4.371,-5227.1211
556,0,14,45,5,8.3291,0.3993,-5134.3111
554,2,13,44,3,8.2238,0.4025,-5165.4916
566,0,185,76,2,8.5972,4.9576,-5262.5451
556,1,104,45,5,8.5126,2.9928,-5246.4068
573,0,172,64,5,8.5794,4.5061,-5297.8914
552,0,128,56,5,8.404,3.7826,-5299.4515
559,2,5,43,4,8.2308,0.4419,-5242.8098
561,2,12,36,3,8.3102,0.3922,-5252.763
560,1,14,51,16,8.3518,0.4875,-5269.1559
571,1,15,51,3,8.3398,0.4746,-5273.4767
575,0,13,41,4,8.3357,0.5513,-5302.2154
570,1,153,38,6,8.4491,4.086,-5407.9448
571,0,10,49,2,8.2154,0.4553,-5319.62
568,0,187,69,5,8.5599,4.7711,-5438.7021
563,0,107,53,3,8.4707,3.2558,-5414.8637
566,0,11,42,2,8.371,0.4876,-5347.1022
576,3,131,54,6,8.4062,3.6302,-5455.8204
575,0,132,42,9,8.4383,2.9791,-5519.8347
584,0,9,46,9,8.3442,0.4315,-5450.423
585,0,18,46,7,8.3179,0.4547,-5449.2954
601,0,222,64,1,8.5857,4.7371,-5593.0942
590,2,6,42,5,8.3508,0.4407,-5524.2798
589,1,13,55,7,8.3396,0.455,-5538.2484
591,0,13,61,7,8.3773,0.4805,-5625.5811
585,1,177,49,3,8.4821,4.147,-5732.999
596,0,12,52,2,8.396,0.4513,-5637.9445
604,1,20,66,7,8.3957,0.5728,-5637.7995
598,1,15,67,8,8.4197,0.6037,-5638.671
610,7,171,49,2,8.4639,4.0934,-5747.7733
616,0,197,65,6,8.6006,4.5779,-5772.0121
600,0,13,46,8,8.29,0.535,-5693.0842
624,0,265,52,2,8.5833,5.0048,-5809.8211
593,0,115,62,3,8.4654,3.3187,-5804.3617
614,2,174,45,5,8.5179,4.0635,-5823.0922
606,0,15,52,3,8.3218,0.4785,-5723.8548
590,1,141,54,8,8.4746,3.9203,-5846.756
589,0,81,44,9,8.4126,2.5959,-5862.4051
616,0,221,61,6,8.5779,5.2695,-5908.3163
611,1,10,63,5,8.3846,0.4386,-5805.9598
603,3,9,39,9,8.3085,0.539,-5807.4248
614,2,19,50,7,8.3567,0.3746,-5831.1449
600,1,92,63,8,8.4183,2.6417,-5911.3825
605,3,11,47,7,8.3339,0.4215,-5879.7779
613,1,151,59,6,8.4454,3.4111,-5996.5413
613,1,87,78,3,8.4959,2.8418,-6025.0451
634,0,155,68,10,8.5536,3.4811,-6039.9014
615,3,208,61,6,8.5333,4.9837,-6082.2395
616,5,188,57,3,8.4854,4.6169,-6095.1574
626,0,211,70,4,8.5463,5.2013,-6129.0671
907,1,378,60,8,8.6549,5.5502,-9700.5645
631,1,318,58,0,8.6086,6.1236,-6154.1744
627,2,13,48,7,8.3604,0.5024,-6043.6614
643,0,181,72,3,8.5288,4.4588,-6178.0729
617,1,149,48,6,8.4619,4.0794,-6182.3326
625,2,144,56,3,8.48,4.0368,-6209.3345
657,0,242,65,3,8.5693,4.6895,-6215.6444
625,1,174,69,5,8.5824,4.216,-6266.7026
633,0,233,65,4,8.5197,4.9336,-6303.7557
643,0,13,54,5,8.4339,0.4697,-6212.0499
646,2,12,52,12,8.3452,0.4241,-6229.5854
630,1,13,41,4,8.2714,0.4746,-6239.763
632,2,64,48,8,8.3845,2.2104,-6324.4764
625,2,121,33,3,8.4192,3.472,-6380.4624
645,3,195,68,5,8.5473,4.7426,-6416.9502
642,1,178,52,6,8.5,4.2632,-6416.1749
650,1,171,55,6,8.5185,4.0123,-6425.3112
648,6,283,56,5,8.5571,5.787,-6455.244
632,2,158,55,4,8.5142,3.7009,-6446.1118
648,1,9,62,7,8.3596,0.358,-6347.482
647,0,11,58,4,8.306,0.4281,-6384.0827
644,3,153,52,7,8.4876,3.4457,-6490.811
663,2,12,91,6,8.3876,0.5053,-6386.4676
643,0,137,51,4,8.4774,3.5023,-6492.9543
656,2,237,69,5,8.5732,4.9924,-6516.0461
645,1,138,50,2,8.5271,3.0946,-6541.3183
643,0,126,62,5,8.4526,3.1446,-6566.5037
651,1,17,40,7,8.2934,0.4916,-6536.7432
658,1,101,70,8,8.4301,3.0608,-6670.7147
674,1,248,71,3,8.6068,4.9362,-6755.8905
666,0,15,59,8,8.3994,0.494,-6628.7292
653,6,157,41,10,8.438,4.1975,-6765.1432
665,0,24,61,5,8.4301,0.4902,-6653.7182
659,2,82,49,6,8.4127,2.5599,-6742.934
676,0,16,50,5,8.3432,0.4379,-6656.8637
675,0,18,79,6,8.4533,0.5156,-6660.5363
660,2,169,56,4,8.5015,4.1712,-6789.0398
682,2,220,58,3,8.5938,4.4516,-6808.7757
659,7,138,62,7,8.5114,4.0076,-6824.8774
694,0,253,61,4,8.5778,4.6138,-7011.1495
671,3,10,52,6,8.3472,0.4829,-6724.8348
683,0,23,67,4,8.41,0.407,-6724.697
678,0,16,57,9,8.3673,0.5103,-6748.5587
666,1,95,68,5,8.527,2.8829,-6847.2745
670,11,113,71,5,8.4687,3.9194,-6858.2712
675,1,14,51,7,8.2904,0.5556,-6750.7043
673,0,222,73,2,8.5602,4.5527,-6901.0715
669,5,214,62,8,8.5785,4.7818,-6913.3399
674,3,11,46,9,8.2834,0.4436,-6791.3856
678,2,20,71,4,8.413,0.5664,-6843.5004
678,1,21,49,12,8.351,0.4867,-6863.761
671,1,156,62,6,8.4382,3.8212,-7000.6105
687,2,17,54,5,8.3435,0.3872,-6915.2854
670,7,89,60,4,8.4418,2.6701,-7015.702
716,0,301,62,2,8.5964,5.0698,-7176.8295
694,1,258,93,0,8.6124,4.9222,-7198.2528
678,5,153,53,9,8.4617,3.9941,-7191.7907
695,1,17,63,16,8.318,0.5496,-7076.0396
682,0,133,51,6,8.4765,2.6833,-7196.2557
691,3,116,54,6,8.4168,2.9508,-7218.1671
704,1,256,62,5,8.5455,5.3977,-7252.4819
681,4,139,44,15,8.4185,3.5727,-7270.6929
738,2,316,57,3,8.6423,5.3482,-7361.4078
710,2,257,70,6,8.5901,5.0183,-7366.5794
714,3,307,67,6,8.5784,5.8922,-7366.5837
738,0,296,68,7,8.6233,5.0339,-7400.3078
731,0,206,70,2,8.5239,4.2927,-7401.8215
722,3,236,91,5,8.5651,4.7576,-7434.0074
710,6,83,61,8,8.4338,3.069,-7466.4092
710,4,183,65,8,8.5563,4.0944,-7539.3335
715,4,130,66,6,8.4769,3.1776,-7574.3205
727,1,12,57,7,8.3824,0.3549,-7462.2701
712,10,181,52,3,8.5197,4.7051,-7622.4736
752,0,331,60,4,8.6316,5.3537,-7646.043
711,14,142,65,5,8.4529,3.82,-7639.6893
715,0,79,60,4,8.4643,2.5608,-7626.4312
717,5,119,62,2,8.4714,3.4184,-7651.6622
770,0,320,65,3,8.6403,5.2104,-7659.4823
731,0,21,76,5,8.383,0.4501,-7555.2934
722,4,108,72,5,8.4903,3.0651,-7659.8456
726,3,258,63,7,8.5964,4.9311,-7717.2494
726,4,129,76,0,8.5014,3.2713,-7691.2229
726,1,154,77,11,8.5152,3.8072,-7694.7729
728,3,210,78,3,8.6099,4.6786,-7726.2652
760,1,256,54,3,8.5421,4.3329,-7724.9336
722,2,96,79,9,8.4571,3.4307,-7753.9669
729,15,175,54,9,8.5418,4.1811,-7776.859
766,0,276,59,1,8.564,4.7415,-7783.1538
735,2,222,55,5,8.5374,4.5701,-7800.0264
739,3,16,51,3,8.3342,0.4953,-7698.6008
743,0,238,61,6,8.5384,4.5626,-7845.3383
764,2,321,87,5,8.6374,5.8285,-7917.2281
768,0,257,71,7,8.6289,5.2409,-7939.569
760,1,197,78,5,8.5368,4.2605,-8037.3825
749,3,232,74,11,8.534,4.6555,-8080.0563
768,2,200,65,9,8.5104,4.5859,-8096.526
768,2,301,66,5,8.6536,5.1458,-8136.3645
771,1,18,69,8,8.4125,0.5344,-8030.439
754,4,211,46,6,8.561,4.3912,-8189.9404
750,7,101,56,14,8.4187,2.5867,-8164.5915
741,5,125,55,9,8.4184,3.5978,-8190.3454
754,3,236,46,5,8.5385,4.7321,-8246.5595
776,1,296,65,2,8.6508,5.0013,-8271.3729
