N_bulk,Avg_bulk,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,FCC,HCP,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14
7689,12.2719,32,292,5171,1928,255,7,2790,1222,23,11.0749,51,48,51,60,74,95,131,147,231,336,427,677,4197,1010,154
8837,12.2781,33,318,5933,2233,309,4,3362,1380,22,11.3462,27,26,43,51,49,74,91,144,288,353,425,735,5040,1289,202
9619,12.2726,30,299,6668,2257,359,4,3728,1714,32,11.4803,23,17,37,46,52,52,90,141,270,303,447,766,5716,1396,263
646,12.5046,0,66,261,247,71,1,6,7,3,1.9783,232,158,77,38,41,29,26,14,9,12,4,3,3,0,0
658,12.5122,4,60,260,264,69,1,10,0,0,1.7872,274,146,89,50,20,18,11,13,9,6,4,10,5,3,0
1201,12.3264,5,66,715,360,51,3,269,197,13,9.1182,42,38,34,33,34,47,47,49,102,93,76,82,391,119,14
1719,12.242,6,67,1203,395,44,4,563,320,21,9.3741,83,67,54,41,36,23,50,45,120,90,75,131,779,117,8
2405,12.1742,7,106,1813,418,56,4,1021,465,31,10.4823,29,23,40,34,35,36,53,55,163,106,126,182,1352,156,15
3255,12.1432,22,146,2501,520,57,7,1341,737,54,10.4326,47,33,61,50,37,40,61,79,273,136,149,227,1837,203,22
4289,12.1429,33,214,3229,718,86,5,1760,890,50,10.2954,94,73,90,67,54,45,81,107,311,149,225,289,2406,275,23
5532,12.083,52,244,4476,687,61,6,2496,1287,89,10.4581,65,53,102,95,69,79,101,114,418,235,238,401,3328,225,9
6604,12.094,49,309,5293,824,114,4,3111,1397,90,10.5263,76,79,98,89,76,94,126,155,478,250,292,416,4103,255,17
7668,12.0926,54,337,6144,1025,89,1,3710,1619,100,10.7879,59,65,109,66,76,96,129,142,513,251,300,472,4951,424,15
509,12.5049,2,51,208,193,47,7,2,1,2,0.9627,259,151,46,19,15,5,6,3,1,1,2,1,0,0,0
528,12.4792,2,43,236,200,41,6,4,3,1,1.0814,249,146,69,28,17,4,5,3,2,3,1,1,0,0,0
997,12.5025,2,40,491,379,83,1,186,100,1,9.9077,39,28,19,13,27,25,33,32,35,49,60,86,348,167,36
1215,12.2008,2,36,918,235,23,1,463,298,23,10.1531,17,22,22,16,21,15,32,42,105,62,60,104,628,67,2
1664,12.11,7,55,1373,205,19,4,702,491,56,10.0733,13,20,41,36,37,30,24,48,217,69,60,74,932,63,0
2282,12.1096,15,98,1808,336,21,2,870,626,59,9.894,21,39,52,48,58,47,60,72,255,124,100,152,1171,82,1
2985,12.1769,24,124,2197,561,68,6,1053,695,67,9.675,93,47,81,60,68,74,67,90,290,157,169,218,1434,130,7
4231,12.1628,26,164,3216,735,82,4,1569,1040,91,9.9246,99,84,100,86,85,86,81,125,389,178,199,266,2222,210,21
5012,12.1363,22,173,3966,769,71,4,2042,1264,109,10.5353,25,44,87,69,73,90,104,91,457,191,195,316,2951,304,15
5794,12.1448,23,231,4506,930,96,3,2436,1352,102,10.6286,61,49,97,75,72,71,67,113,466,233,243,394,3432,389,32
400,12.5475,5,38,148,154,46,8,2,4,1,1.12,185,105,56,24,9,11,5,3,1,1,0,0,0,0,0
425,12.4612,4,59,152,165,37,8,0,4,3,0.9106,225,114,47,14,10,7,4,1,1,0,0,1,1,0,0
628,12.465,1,40,308,227,49,3,87,34,0,6.1465,89,63,51,31,32,23,43,35,24,36,32,36,105,28,0
823,12.3803,2,32,482,269,34,4,183,139,1,9.5383,30,16,16,18,21,18,21,47,39,66,68,95,302,60,6
1172,12.1305,4,49,931,166,18,1,407,371,0,10.3686,44,33,17,9,11,9,26,29,27,27,41,92,762,45,0
1402,12.0842,6,50,1181,152,11,2,490,598,0,11.7696,3,3,1,0,0,1,4,4,10,25,34,103,1124,87,3
2304,12.0508,38,124,1863,226,42,7,895,744,10,9.9618,183,88,35,28,18,12,27,16,31,43,72,103,1609,38,1
3193,12.0799,36,138,2600,342,64,6,1255,1114,5,11.1625,59,31,24,19,23,18,29,25,49,58,110,207,2369,152,20
3896,12.0036,48,216,3282,298,28,8,1584,1432,11,11.1735,32,31,23,32,30,26,27,41,84,105,176,279,2917,92,1
4577,11.9967,69,260,3837,354,37,3,1972,1595,0,11.4359,54,21,9,9,10,20,24,28,64,85,195,311,3570,170,7
303,12.4752,4,22,141,103,29,3,0,1,0,1.1188,153,69,35,20,10,7,2,4,2,1,0,0,0,0,0
316,12.5633,7,24,115,127,40,3,1,2,1,1.1772,146,79,35,23,20,10,0,1,1,1,0,0,0,0,0
608,12.4474,1,40,297,230,37,2,22,34,12,3.5625,134,90,71,68,42,42,34,34,29,17,15,14,14,3,1
819,12.4274,4,42,420,306,47,0,113,90,6,7.9389,45,39,38,39,29,42,45,51,57,56,74,83,174,42,5
1073,12.4688,4,48,551,383,85,2,181,130,9,8.6757,58,52,37,35,30,41,47,50,71,79,57,93,277,119,27
1493,12.2358,8,50,1065,323,46,1,520,335,26,10.3416,22,22,35,13,21,22,32,35,140,69,54,109,760,148,11
1872,12.2991,9,58,1263,451,88,3,590,371,38,10.0978,40,32,34,37,36,32,53,42,160,106,84,158,830,188,40
2495,12.1928,6,100,1850,467,66,2,907,573,58,9.9948,40,42,60,51,47,53,58,63,258,107,124,177,1244,156,15
3159,12.2156,17,110,2289,646,88,5,1086,742,68,9.9076,90,68,77,58,67,59,66,65,289,137,155,224,1552,223,29
3768,12.1961,14,130,2829,687,96,9,1385,947,78,10.2036,76,55,80,45,63,59,81,85,350,174,161,270,2004,235,30
186,12.6183,1,9,73,73,24,4,1,2,2,1.3495,75,51,23,14,15,4,0,1,2,1,0,0,0,0,0
219,12.4658,2,23,84,85,19,4,1,1,0,1.1096,102,66,22,12,8,0,4,2,1,1,1,0,0,0,0
538,12.5056,2,31,241,217,44,2,28,32,2,5.2286,71,67,50,35,35,40,37,36,33,27,24,27,45,11,0
663,12.5445,0,31,285,293,51,1,82,37,2,7.8205,46,30,27,35,30,35,37,43,34,43,55,74,113,55,6
809,12.4883,0,8,450,299,52,0,232,115,2,11.4722,1,3,3,0,5,7,11,14,26,34,41,76,384,171,33
1059,12.2908,5,30,706,281,32,3,432,143,0,11.135,22,12,7,6,8,14,8,11,23,24,49,73,617,166,19
1302,12.0991,6,47,1079,153,16,1,690,278,4,11.2657,10,6,9,7,5,10,12,12,44,32,42,95,946,68,4
1735,12.0663,11,66,1468,179,9,2,933,418,5,11.3516,10,10,11,8,10,17,14,13,28,38,56,102,1343,75,0
2117,12.0425,18,102,1777,203,14,1,1075,559,6,11.2886,11,13,18,9,7,13,18,26,53,53,73,148,1596,78,1
2457,12.0248,17,115,2124,184,13,2,1342,630,11,11.4595,8,7,7,13,13,7,14,19,59,58,72,163,1937,79,1
168,12.6488,1,19,50,71,22,5,0,1,0,1.0714,102,31,10,7,8,3,1,0,3,0,2,1,0,0,0
173,12.5202,1,20,63,68,19,2,0,1,2,0.9075,93,46,15,8,5,3,0,2,1,0,0,0,0,0,0
292,12.1781,0,10,228,48,4,2,117,81,0,11.0514,3,3,0,1,1,5,2,5,9,7,21,35,185,15,0
368,12.1413,1,10,304,44,7,2,114,160,0,11.2201,7,1,1,1,1,0,2,9,9,10,13,34,264,14,2
592,12.1436,5,13,476,85,10,2,262,152,0,10.6318,21,11,6,5,11,4,3,12,11,18,17,35,409,29,0
744,12.1129,2,17,631,83,11,0,373,211,1,11.5806,4,1,0,2,4,1,4,7,11,17,19,46,588,38,2
1078,12.1512,7,44,831,164,27,3,469,251,2,10.6679,27,20,7,12,3,13,20,23,27,37,55,95,682,54,3
1453,12.1493,11,58,1111,246,24,2,637,300,0,10.9443,13,15,18,6,13,17,21,24,38,56,73,139,926,93,1
1662,12.08,11,59,1382,201,8,0,998,266,1,11.6883,0,0,0,3,2,3,8,7,27,43,56,129,1278,105,1
1871,12.0465,13,59,1647,138,8,6,1253,304,1,11.4965,15,9,7,5,3,4,8,20,26,27,48,120,1527,51,1
1040,12.4288,4,72,517,372,71,4,102,72,5,5.7019,168,97,80,76,74,47,46,58,45,62,58,58,134,30,7
1067,12.3777,5,89,531,384,56,2,97,54,6,5.9157,147,101,83,70,61,70,62,44,63,74,58,63,112,52,7
3361,12.2065,6,120,2473,688,71,1,1395,621,1,11.2809,35,21,20,20,15,27,45,43,67,112,123,228,2145,434,26
5410,12.1338,40,189,4274,808,87,7,2401,1187,2,11.3325,39,30,14,14,26,38,42,75,120,165,275,359,3796,396,21
8418,12.0554,47,315,7192,796,46,8,4280,2024,26,11.4064,27,15,28,31,44,52,78,112,192,232,299,546,6369,383,10
10741,12.0305,44,321,9622,721,23,0,5837,2972,38,11.5243,22,17,45,35,46,49,92,87,198,221,275,553,8743,354,4
11122,12.0325,22,314,10083,667,32,0,6237,3053,37,11.5824,12,21,36,34,47,46,84,74,167,204,281,546,9217,350,3
11296,12.0373,19,321,10194,736,22,2,6289,3094,29,11.5951,20,22,25,30,33,37,103,71,180,206,286,545,9362,373,3
11382,12.0338,20,301,10355,686,20,0,6374,3165,37,11.5868,15,22,28,37,52,45,86,77,178,217,265,514,9482,357,7
11419,12.0356,17,291,10406,679,25,1,6461,3163,28,11.6256,14,16,26,40,28,45,79,84,158,181,274,506,9619,347,2
972,12.4455,3,94,422,375,76,2,28,17,3,3.2222,223,179,127,91,70,51,67,42,37,19,24,21,16,5,0
979,12.478,3,84,423,386,77,6,14,23,8,3.0286,230,186,127,102,79,49,58,35,42,25,15,18,13,0,0
3123,12.4531,9,222,1454,1205,224,5,240,169,6,6.2674,373,259,233,217,200,186,168,171,157,174,180,220,413,144,28
4677,12.4186,14,272,2425,1673,288,3,818,483,7,9.2961,166,134,127,133,133,173,184,192,267,269,375,468,1423,547,86
7727,12.371,25,332,4539,2411,410,8,2012,901,5,10.5536,126,102,104,107,125,141,164,219,328,382,484,700,3314,1209,222
9890,12.3112,25,322,6485,2658,396,2,3279,1425,13,11.0678,61,67,79,79,102,113,150,212,334,442,524,874,5171,1462,220
10636,12.2127,12,341,7843,2253,187,0,4569,1609,20,11.2155,39,38,63,85,81,97,150,192,329,349,517,834,6592,1185,85
10997,12.1739,13,286,8669,1835,193,1,5597,1568,31,11.4503,29,34,35,56,70,68,83,127,308,291,387,736,7574,1083,116
11155,12.1754,8,245,8856,1871,172,2,5710,1624,32,11.4771,19,28,57,42,63,67,92,134,287,291,373,681,7811,1126,84
11242,12.1775,5,235,8951,1861,190,0,5837,1679,33,11.5177,17,22,63,47,44,49,99,111,307,253,358,687,7986,1087,112
906,12.5276,2,84,372,340,99,8,7,6,1,1.5728,391,221,88,71,35,35,26,9,12,3,10,2,3,0,0
906,12.4812,5,70,399,353,74,5,11,8,7,2.0066,310,222,127,68,53,23,28,23,20,13,8,7,4,0,0
2207,12.3983,8,121,1206,738,124,10,446,166,4,8.3874,199,137,105,80,67,51,67,63,92,88,112,171,690,241,44
3098,12.032,13,89,2788,179,21,3,2041,580,1,11.6572,18,7,2,7,5,11,14,18,22,34,64,158,2659,77,2
4902,12.0133,40,212,4292,303,38,5,3070,922,0,11.4623,60,34,18,15,12,22,12,30,40,68,130,261,4072,126,2
6462,11.9998,65,233,5781,344,21,5,3921,1533,1,11.7608,3,2,7,8,4,11,17,25,52,88,174,372,5521,174,4
8187,11.9785,83,310,7413,330,19,5,4866,2149,3,11.6824,10,11,13,8,13,24,35,41,95,117,215,443,7029,132,1
9631,11.9704,85,366,8853,296,9,1,5964,2434,8,11.7729,8,5,6,8,11,11,29,47,72,129,189,445,8504,166,1
10388,11.9766,79,393,9554,337,9,1,6446,2711,0,11.8233,2,2,4,8,7,12,23,48,46,113,197,464,9243,217,2
10766,11.9785,67,383,9989,310,5,1,6705,2875,0,11.8257,1,3,3,10,6,11,22,51,52,106,201,468,9636,195,1
808,12.3762,5,102,350,285,61,4,8,23,9,2.427,251,162,104,76,58,49,25,24,20,13,6,10,9,1,0
814,12.43,3,73,382,288,63,5,17,24,4,2.683,251,155,90,74,59,44,31,25,31,16,14,12,10,2,0
1684,12.4228,7,87,882,604,97,6,192,162,9,6.6443,192,158,116,76,80,87,89,74,112,92,116,123,280,79,10
2116,12.4253,14,87,1124,760,125,4,397,286,13,9.8511,63,48,45,42,42,56,68,68,110,110,161,237,747,268,51
3219,12.3837,8,119,1899,1015,173,4,828,460,18,10.0012,78,65,61,69,77,65,86,109,191,164,211,286,1279,412,66
4298,12.3476,21,187,2569,1306,210,2,1149,621,17,10.5542,43,51,62,58,80,72,99,140,199,222,288,396,1834,631,123
5793,12.3157,23,234,3709,1511,302,6,1655,1019,42,10.4808,119,80,98,71,109,92,137,162,278,253,277,443,2722,762,190
7510,12.2607,39,293,5089,1806,269,5,2496,1331,53,10.8134,76,80,99,78,108,107,118,150,382,307,342,558,3935,1005,165
8746,12.2267,44,292,6274,1880,242,7,3300,1643,78,11.0233,43,46,80,83,92,98,122,162,517,309,371,623,4991,1067,142
9704,12.2344,40,297,7025,2023,310,5,3983,1737,80,11.2778,23,38,72,67,62,78,105,140,492,304,372,654,5854,1227,216
645,12.4527,2,69,278,235,53,8,6,2,1,1.4109,288,161,75,40,25,19,10,13,4,3,5,0,2,0,0
665,12.5504,7,49,268,261,73,6,3,2,4,1.5158,314,151,73,35,26,19,7,9,9,7,4,5,6,0,0
1161,12.5116,7,61,527,468,93,5,122,49,0,7.1042,142,108,44,46,47,49,49,63,71,78,65,104,179,90,26
1583,12.4498,4,65,863,516,130,4,307,227,4,10.3007,29,28,24,29,27,40,46,58,61,82,106,162,573,243,75
2289,12.1857,5,73,1745,426,38,2,807,580,14,10.4443,37,35,39,30,38,44,39,51,108,93,124,167,1332,149,3
3183,12.1687,22,123,2402,566,66,3,1224,695,23,10.7207,42,36,31,31,43,49,57,67,156,113,144,238,1920,242,14
4053,12.1128,28,144,3244,593,38,1,1872,926,22,11.1024,27,27,33,27,30,37,49,58,156,121,170,297,2765,249,7
5638,12.0929,56,261,4488,743,80,4,2608,1173,31,11.0312,40,41,47,50,39,57,58,88,262,164,250,427,3772,331,12
6603,12.0806,53,282,5364,828,61,3,3282,1381,31,11.259,24,25,25,33,50,64,64,82,246,190,273,478,4630,401,18
7662,12.0606,58,317,6398,827,50,1,3906,1747,33,11.3631,15,13,38,40,35,53,61,97,256,219,268,524,5638,384,21
492,12.4045,7,56,211,173,39,6,1,1,2,1.1626,235,117,66,31,21,8,4,5,2,0,2,1,0,0,0
515,12.4524,3,43,233,195,36,5,6,5,2,1.5573,193,129,76,46,30,17,5,11,5,0,2,1,0,0,0
951,12.5352,3,60,405,389,90,3,77,81,3,7.6225,65,70,49,44,45,50,44,52,58,57,81,82,136,82,36
1202,12.114,1,24,1021,149,7,0,714,209,0,11.8128,3,2,0,0,3,1,2,4,10,12,28,65,981,89,2
1538,12.0832,9,57,1281,163,23,2,945,184,2,10.8966,43,31,23,18,8,9,9,17,16,18,28,76,1176,64,2
1898,12.0933,7,57,1610,197,24,2,1188,261,1,11.3272,22,14,15,12,10,8,13,17,23,30,54,93,1508,77,2
2609,12.1031,16,91,2160,292,44,5,1465,453,1,10.8053,56,57,34,22,23,30,27,41,40,53,73,152,1907,90,4
3570,12.0286,42,132,3082,290,18,2,2101,741,4,11.556,12,9,5,8,10,17,17,39,58,52,114,239,2860,129,1
5003,12.0398,54,201,4261,417,51,8,2694,1117,4,11.1143,111,51,41,28,28,25,35,42,65,103,172,290,3869,140,3
6103,11.9969,95,271,5262,423,29,5,3441,1452,0,11.6163,10,14,14,15,22,16,24,43,56,129,191,385,4957,222,5
327,12.4404,4,37,138,112,31,5,0,1,1,1.0061,163,83,42,18,8,8,1,3,0,1,0,0,0,0,0
329,12.5532,0,33,126,131,33,6,1,0,1,1.1915,147,91,42,16,19,4,2,5,1,2,0,0,0,0,0
649,12.5393,5,40,267,278,56,2,49,32,2,6.1356,77,50,48,40,41,40,45,39,44,54,35,46,58,29,3
1033,12.5392,1,32,486,438,75,1,154,69,4,8.9061,38,32,30,33,32,35,51,58,64,89,99,102,257,97,16
1269,12.5114,1,31,642,508,87,0,264,105,1,9.5374,22,21,25,39,39,42,51,70,71,122,84,142,375,139,27
1761,12.4571,7,70,920,644,115,5,301,176,3,9.2152,90,50,49,54,45,59,60,72,89,96,132,183,530,218,34
2048,12.3438,6,65,1267,641,68,0,505,340,14,10.27,23,26,32,29,32,42,52,82,120,123,153,240,847,227,20
2814,12.4083,1,93,1632,932,156,0,786,372,11,10.8372,24,21,25,43,29,48,53,77,143,127,156,245,1239,503,81
3434,12.4278,12,86,1956,1165,205,6,972,434,13,11.0795,54,40,45,24,28,41,31,62,108,114,161,293,1582,713,138
4487,12.3927,11,118,2699,1408,247,2,1290,740,8,11.6118,25,19,13,17,18,22,33,58,94,138,180,326,2408,960,176
307,12.4332,5,34,124,107,34,2,2,3,0,1.4039,119,90,39,26,16,5,2,2,4,2,2,0,0,0,0
320,12.5156,0,33,125,130,28,4,0,3,0,1.9469,122,69,39,20,19,19,10,8,4,6,2,1,1,0,0
627,12.3684,3,27,371,192,32,1,104,100,8,7.8357,43,38,28,25,21,38,19,30,58,45,45,51,156,26,4
791,12.3717,1,41,459,241,45,3,159,122,9,9.4513,27,22,16,20,18,15,24,38,73,49,59,84,248,82,16
1053,12.3941,3,34,626,326,63,1,270,157,6,10.4587,6,5,18,18,19,20,32,36,80,52,64,101,422,145,35
1258,12.3879,6,36,750,397,68,1,375,196,8,10.9189,6,4,9,13,12,7,32,34,64,79,85,123,567,190,33
1723,12.4132,3,62,982,574,100,2,430,248,10,10.6854,26,20,12,14,26,29,33,40,109,82,103,177,716,285,51
2449,12.352,7,67,1554,703,114,4,837,325,12,11.1923,34,21,18,19,16,22,21,32,84,81,101,195,1312,430,63
2965,12.111,10,120,2401,393,35,4,1400,643,47,10.3157,68,70,66,54,41,32,31,44,220,82,80,141,1914,121,1
4169,12.125,20,178,3279,623,60,4,1885,809,38,10.6179,62,51,61,64,50,63,69,84,215,137,165,274,2612,245,17
262,12.4046,5,34,104,85,31,2,0,2,2,1.3626,123,51,45,13,8,7,4,6,2,2,1,0,0,0,0
278,12.5612,2,25,104,111,34,2,1,3,0,2.0791,97,80,29,16,11,10,5,8,4,7,7,1,3,0,0
432,12.4745,1,22,212,166,30,1,42,16,2,6.1829,39,38,36,30,30,26,29,27,26,27,36,28,44,13,3
604,12.3675,1,14,377,187,24,1,132,99,12,8.7334,13,31,33,14,17,17,18,31,71,45,33,50,199,31,1
909,12.2937,4,31,613,215,41,4,237,181,19,9.1133,38,27,29,19,37,27,32,36,78,48,52,74,341,61,10
1106,12.1718,4,27,871,184,19,1,416,317,35,10.3761,6,10,27,17,19,13,17,23,126,53,44,74,592,76,9
1265,12.1162,2,41,1035,177,9,0,537,359,27,10.5953,6,8,25,19,14,11,17,30,125,50,46,80,768,65,1
1452,12.1247,2,39,1203,194,12,2,635,427,35,10.6481,7,9,23,15,26,16,21,19,152,61,48,76,895,79,5
2089,12.1613,5,72,1603,366,32,4,800,512,46,10.0421,41,43,43,40,34,40,39,69,178,90,108,130,1114,116,4
2585,12.1822,5,97,1967,457,56,3,996,556,32,9.8739,62,51,68,64,42,57,58,83,221,106,96,176,1371,127,3
112,12.5268,1,7,48,45,10,1,6,2,0,3.4821,28,16,11,11,10,10,5,7,1,2,3,3,4,1,0
160,12.65,2,7,63,68,14,5,2,7,1,2.9125,41,34,21,14,12,6,7,4,7,4,5,3,1,1,0
433,12.5774,2,30,165,192,40,4,18,18,3,5.6397,81,35,27,37,18,23,20,21,25,29,35,27,37,16,2
548,12.4745,0,16,294,203,33,1,136,53,1,10.6697,3,6,7,5,15,12,16,13,20,21,47,53,206,105,19
651,12.2596,0,15,471,146,19,0,276,105,2,11.1459,2,4,7,3,3,3,9,14,22,22,49,60,370,76,7
714,12.3011,1,10,503,175,23,2,312,100,3,11.2997,2,1,3,1,6,8,5,14,32,26,33,58,428,86,11
1018,12.2839,1,35,688,259,32,2,378,160,7,10.221,32,25,17,12,17,15,25,24,61,25,45,71,540,101,8
1276,12.1677,2,42,987,219,24,0,531,315,20,10.9404,13,10,16,15,10,10,16,19,71,36,48,92,801,108,11
1707,12.1494,14,52,1344,265,26,6,788,330,18,10.8811,8,7,20,15,23,15,21,23,112,74,86,143,1054,99,7
2064,12.2311,11,52,1508,430,61,1,824,402,21,10.5363,38,28,29,25,24,27,35,41,126,89,114,149,1159,158,22
1041,12.4717,5,59,500,399,73,5,113,58,6,6.6571,144,81,59,67,46,50,53,49,47,50,69,74,187,49,16
1073,12.5014,5,71,478,427,84,8,93,38,6,6.2917,146,92,78,54,61,60,59,56,54,70,71,63,138,64,7
3389,12.5084,2,103,1732,1277,272,3,782,247,5,11.0546,51,30,23,29,38,40,56,68,123,146,201,305,1339,754,186
5398,12.5126,16,164,2730,2002,479,4,1229,429,5,11.3924,44,25,26,33,42,40,80,110,164,208,288,434,2254,1284,366
8528,12.387,25,280,5132,2554,535,2,2917,767,6,11.7492,23,21,28,34,37,30,81,80,136,188,330,592,4665,1860,423
10864,12.1367,11,225,9052,1422,152,2,6198,1580,48,11.6908,3,11,33,28,24,34,52,71,272,180,256,520,8360,903,117
11263,12.0669,8,189,10141,892,33,0,7083,1944,68,11.5794,10,14,48,39,41,31,58,61,383,165,228,469,9209,496,11
11408,12.0667,5,188,10276,919,20,0,7329,1924,64,11.6241,4,8,48,29,31,29,44,67,350,176,242,469,9397,508,6
11463,12.0759,5,176,10260,988,34,0,7281,1969,64,11.6466,3,8,49,32,29,30,38,66,371,162,205,409,9440,602,19
11502,12.0629,1,177,10442,857,24,0,7404,1978,74,11.6182,6,8,48,48,18,35,44,69,393,152,194,426,9547,507,7
975,12.48,7,87,421,355,101,4,18,20,4,2.8472,292,183,103,78,66,54,55,45,27,18,18,19,14,3,0
990,12.3838,8,99,448,362,68,2,6,18,7,2.5545,308,185,125,92,61,65,40,33,25,15,19,12,9,1,0
3125,12.5043,6,160,1419,1319,215,3,333,162,7,8.4211,185,130,95,90,126,137,154,169,224,237,264,331,604,330,49
4699,12.4805,12,216,2302,1831,329,6,774,308,8,9.9559,94,77,86,90,121,109,152,195,225,327,406,597,1403,686,131
7805,12.4074,27,298,4370,2695,408,7,1879,612,8,10.6527,92,69,80,103,119,125,162,239,332,418,607,835,3141,1267,216
9838,12.4262,11,314,5589,3315,606,2,2707,804,11,11.2415,40,60,58,75,88,108,143,210,298,403,543,935,4530,1971,376
10626,12.3899,14,314,6319,3470,506,2,3148,1068,6,11.3781,38,35,53,78,69,96,129,188,257,406,561,1026,5232,2119,339
10984,12.3884,11,301,6600,3556,515,1,3183,1243,14,11.524,29,34,34,67,63,97,107,152,240,349,533,938,5680,2289,372
11180,12.3843,8,296,6827,3491,556,2,3262,1406,9,11.5903,28,39,34,45,65,65,112,128,227,351,494,974,5877,2342,399
11268,12.3832,11,288,6886,3538,545,0,3385,1401,3,11.6664,14,24,37,47,63,55,99,122,255,327,447,834,6056,2488,400
903,12.412,6,64,453,318,56,6,35,38,6,4.0543,202,136,106,70,46,40,45,49,50,36,29,44,42,8,0
915,12.4164,5,84,426,325,69,5,35,33,6,4.0251,212,135,105,70,50,44,42,44,43,50,35,34,36,12,3
2228,12.3223,6,98,1395,634,91,4,544,269,14,9.3057,80,66,54,52,72,65,82,94,157,126,145,227,820,169,19
2997,12.2426,6,119,2097,691,80,2,1026,487,23,10.355,53,33,39,42,60,44,70,85,211,140,165,252,1507,276,20
4742,12.1968,25,184,3482,937,112,2,1788,798,35,10.4017,92,60,70,67,66,90,91,113,284,214,251,371,2589,360,24
6739,12.2,47,286,4817,1413,164,4,2249,1155,71,10.3716,99,69,118,121,120,130,133,168,455,314,337,537,3474,605,59
8389,12.1863,40,301,6245,1635,158,4,3060,1651,117,10.7628,49,53,102,89,94,124,138,167,598,368,409,681,4681,781,55
9745,12.1794,18,329,7421,1842,134,1,3818,1970,108,10.9595,45,47,95,94,97,121,125,161,608,382,407,716,5888,919,40
10462,12.1581,6,338,8272,1683,162,0,4244,2277,118,10.9545,41,51,103,94,122,115,146,201,654,359,446,697,6564,803,66
10786,12.1811,9,264,8450,1892,170,1,4330,2275,122,10.9906,45,55,126,91,97,116,144,172,700,382,397,726,6690,975,70
806,12.5757,1,33,352,343,75,2,92,44,0,9.1464,38,23,24,21,19,28,42,38,53,51,46,77,207,116,23
818,12.5636,2,42,344,355,73,2,121,52,1,10.1528,29,16,14,8,21,17,20,21,41,42,66,71,253,168,31
1530,12.2065,6,48,1139,297,35,4,591,319,19,10.4301,16,15,28,32,16,23,22,35,121,76,84,117,832,110,3
2185,12.1478,7,73,1726,343,35,0,875,526,37,10.5634,22,18,32,29,35,30,36,48,181,95,87,124,1297,145,6
3344,12.1555,15,113,2598,546,67,0,1350,717,58,10.3245,54,49,62,62,50,39,54,85,276,125,157,207,1944,176,4
4709,12.1142,24,225,3706,669,68,10,1979,989,72,10.3124,64,58,98,72,82,73,90,123,387,201,202,300,2704,246,9
5778,12.1338,27,215,4539,904,80,3,2423,1231,108,10.6594,48,34,92,79,87,75,94,89,448,240,243,382,3444,401,22
7548,12.1256,40,267,6025,1128,79,6,3312,1579,90,10.7859,50,55,106,70,100,88,108,145,518,280,285,513,4730,485,15
8786,12.1079,39,329,7126,1198,82,5,3922,1898,128,10.8293,51,50,96,106,113,93,109,164,621,324,347,562,5632,505,13
9696,12.1337,18,289,7852,1444,89,2,4330,2106,133,10.9023,76,89,104,100,111,76,105,132,614,323,375,599,6340,632,20
660,12.4788,7,60,273,254,62,4,1,2,2,2.3833,231,137,80,51,35,27,22,13,19,13,11,11,5,5,0
672,12.4792,3,67,284,246,67,5,17,11,0,3.4926,214,105,52,37,43,35,38,23,16,32,22,21,20,12,2
1240,12.3153,3,52,791,341,51,2,376,141,6,10.4726,13,18,18,14,24,15,30,52,62,53,77,130,559,156,19
1729,12.3939,3,49,1046,530,97,4,494,224,9,10.8942,49,13,15,7,19,12,31,41,68,69,77,142,812,314,60
2344,12.3601,5,72,1465,679,122,1,790,264,11,11.279,17,13,18,11,12,32,23,37,96,80,105,182,1202,437,79
2898,12.2008,12,101,2143,574,65,2,1277,446,18,11.1294,47,23,21,20,12,25,22,29,127,72,101,214,1847,304,34
3856,12.0832,21,119,3255,422,33,2,2005,772,38,11.1582,15,11,32,28,27,24,46,61,180,116,137,262,2727,184,6
5292,12.0811,42,193,4387,604,57,3,2710,976,57,10.8707,51,43,71,58,41,51,62,85,327,157,171,306,3626,236,7
6392,12.0594,40,211,5475,628,27,4,3478,1265,68,11.145,16,33,60,45,47,55,64,74,355,175,181,362,4650,271,4
7251,12.0472,44,230,6318,595,48,3,3969,1560,85,11.2081,26,26,65,48,42,45,50,73,419,189,216,365,5398,284,5
502,12.4303,7,55,212,177,45,6,1,5,1,1.4502,226,113,58,34,28,16,7,11,3,1,3,1,1,0,0
526,12.4867,5,57,199,208,56,1,2,4,1,1.6008,203,129,60,50,34,21,15,8,3,0,2,0,1,0,0
907,12.4509,3,63,425,355,60,1,70,65,2,6.914,67,72,60,49,48,51,55,64,61,64,71,67,125,46,7
1252,12.2109,1,41,927,260,22,1,534,156,5,10.4521,14,17,17,14,22,22,33,42,58,53,71,94,719,74,2
1717,12.134,3,51,1412,216,34,1,787,383,27,10.6179,24,17,32,23,23,18,31,22,134,35,62,95,1107,93,1
2232,12.1505,3,89,1752,343,42,1,956,467,33,10.3401,51,32,49,32,35,25,26,50,182,66,85,135,1338,123,3
2901,12.1448,10,109,2269,456,47,5,1329,574,34,10.6977,39,23,44,35,28,32,37,63,201,99,110,188,1826,160,16
